Id_bien;No_voie;B/T/Q;Type_voie;Voie;Surface_carrez;Type_local;Nombre_pieces;codedep_codecom
13769;99;;BD;D ALSACE LORRAINE;20,25;Appartement;1;64445
13770;4;;RUE;DEVERIA;30,06;Appartement;1;64445
13771;2;;ALL;DE LA GRAVIERE;54,68;Appartement;2;64102
13772;4;;AV;DU ONZE NOVEMBRE 1918;37,51;Appartement;1;64102
13773;56;;RUE;MAUBEC;87,19;Appartement;4;64102
13774;2;;RUE;ERMEND BONNAL;27,82;Appartement;2;64102
13775;8;;RUE;PANNECAU;61,21;Appartement;3;64102
13776;6;;RUE;DES TONNELIERS;46,3;Appartement;1;64102
13777;31;;RUE;LAGREOU;61,04;Appartement;3;64102
13778;10;;ALL;DE NIERT;35,8;Appartement;1;64102
13779;3;;AV;DE LA LEGION TCHEQUE;82,1;Appartement;3;64102
13780;6;;CHE;DU MOULIN DE HABAS;41,13;Appartement;2;64102
13781;20;;AV;JOSEPH PINATEL;63,18;Appartement;3;64102
13782;26;;AV;DE MOUNEDE;33,79;Appartement;2;64102
13783;27;;RUE;BOURGNEUF;36,32;Appartement;1;64102
13784;23;;RUE;ROMAIN TRESARIEU;68,69;Appartement;4;64284
13785;28;;RUE;LOUIS DARAN;73,87;Appartement;4;64284
13786;7;;AV;DU PARC BEAUCHAMPS;16,42;Appartement;4;64237
13787;41;;RUE;DU GAVE;49,49;Appartement;3;64284
13788;2;;RUE;DU VIEUX BOURG;41,13;Appartement;3;64467
13789;1;;RUE;THIERS;77,75;Appartement;3;64493
13790;30;;RUE;DU LYS;80,03;Maison;4;64519
13791;15;;RUE;DU FORT;79,95;Appartement;3;64371
13792;7;;AV;DU MOULIN;55,74;Appartement;3;64348
13793;5;;RUE;DU LYS;74,64;Appartement;4;64129
13794;6;;BD;CHARLES DE GAULLE;47,59;Appartement;2;64348
13795;8;;RUE;JEAN JACQUES ROUSSEAU;48,54;Appartement;2;64129
13796;36;;RTE;DE BAYONNE;29,57;Appartement;1;64129
13797;19;;ALL;DU PIC D'ANIE;44,97;Appartement;2;64348
13798;4;;RUE;DU CORPS FRANC POMMIES;75,58;Appartement;4;64129
13799;60;;RUE;DU LACAOU;63,34;Appartement;3;64129
13800;52;;AV;DE LONS;71,26;Appartement;3;64129
13801;11;;AV;BARON SEGUIER;90,45;Appartement;4;64129
13802;2;;RUE;OLYMPE DE GOUGES;42,63;Appartement;2;64129
13803;6;;BD;CHARLES DE GAULLE;54,77;Appartement;3;64348
13804;33;;BD;BLERIOT;70,03;Appartement;3;64348
13805;7;;IMP;D OSSAU;37,33;Appartement;2;64348
13806;17;T;RUE;JEANNE LASSANSAA;60,69;Appartement;3;64129
13807;55;;RUE;GENSEMIN;68,1;Appartement;4;64129
13808;9002;;RUE;DU LYS;36,54;Appartement;1;64129
13809;60;;RUE;DU LACAOU;54;Appartement;3;64129
13810;5;;RUE;DU LYS;74,32;Appartement;4;64129
13811;44;;ALL;DU BOIS DE LONS;159,15;Maison;4;64348
13812;15;;RTE;DE BAYONNE;12,2;Appartement;2;64129
13813;129;;AV;DU TONKIN;76,24;Appartement;4;64348
13814;2;;RUE;LOUIS BARTHOU;48,12;Appartement;2;64129
13815;14;;PL;PIERRE ET MARIE CURIE;74,13;Appartement;4;64410
13816;5;;RUE;GASTON PHOEBUS;58,56;Appartement;3;64410
13817;174;;ALL;DES CEDRES;42,81;Appartement;2;64410
13818;174;;ALL;DES CEDRES;56,02;Appartement;3;64410
13819;9142;;RUE;DES LANNES;45,14;Appartement;2;64410
13820;9172;;CHE;DE FRANCOY;56,73;Appartement;3;64405
13821;4;;PL;DARRALDE;83,15;Appartement;3;64416
13822;5;;AV;GENERAL MAC CROSKEY;68,03;Appartement;2;64122
13823;9001;;RES;OLDARRA;62,76;Appartement;3;64122
13824;9001;;RES;DU CLOS ST MARTIN;81,15;Appartement;4;64122
13825;3;;AV;DE LA REINE VICTORIA;26,24;Appartement;1;64122
13826;1;;AV;LAHONTINE;29,02;Appartement;2;64122
13827;9;;RUE;O SHEA;56,87;Appartement;3;64122
13828;26;;ALL;JEAN DUFOURG;74,28;Appartement;3;64100
13829;4;;RUE;PEYROLOUBILH;62,03;Appartement;3;64122
13830;5;B;RUE;HARISPE;20,6;Appartement;1;64122
13831;16;;AV;JAULERRY;42,26;Appartement;2;64122
13832;9001;;RES;VICTORIA SURF;22,75;Appartement;1;64122
13833;2;;RTE;D ARNEGUY;30,69;Appartement;2;64538
13834;9197;;;CHEMIN DE LONS;88,41;Maison;5;64335
13835;9814;;RTE;DE LA LANDE;103,69;Maison;4;64374
13836;27;;CHE;DE L ENSOUREYADO;81,43;Maison;4;64511
13837;1;;RUE;D'ELISA;76,48;Maison;4;64198
13838;833;;;QUARTIER URCURAY;41,54;Appartement;2;64256
13839;2;;AV;CHARLES DE GAULLE;45,57;Appartement;2;64256
13840;2;;PL;DE LA HAUTE BIELLE;95,48;Appartement;3;64463
13841;514;;RTE;DE LYS;40,58;Appartement;2;64522
13842;76;;RUE;LAPEYRERE;33,11;Appartement;2;64430
13843;10;;IMP;DES CHAMPS;60,28;Appartement;3;64430
13844;25;;RUE;GASTON PLANTE;40,66;Appartement;2;64430
13845;36;;AV;DU HUIT MAI;47,95;Appartement;2;64430
13846;9602;;ZAC;SAINT SIGISMOND;38,73;Appartement;2;64430
13847;29;;RUE;DU GENERAL FOY;33,56;Appartement;1;64430
13848;14;;AV;ALBERT 1ER;18,69;Appartement;1;64132
13849;29;;RUE;SAINT MARC;101,49;Maison;4;64269
13850;9463;;AV;DES LAVANDIERES;56,31;Appartement;3;64132
13851;3;;RUE;DE LA CONCORDE;76,23;Appartement;4;64132
13852;9001;;RUE;VICTOR HUGO;68,79;Appartement;4;64132
13853;15;;ALL;DU FRONTON;65,35;Maison;3;64422
13854;10;;IMP;DE LA PASSERELLE;72,52;Maison;4;64409
13855;7;;ALL;DU FRONTON;62,73;Maison;3;64422
13856;12;;RUE;MAYTIE;41,96;Appartement;2;64422
13857;43;;RUE;LOUIS BARTHOU;42,2;Appartement;2;64422
13858;8;;RUE;MAYTIE;70;Appartement;3;64422
13859;2;;RUE;DE LA CASCADE;78,56;Appartement;2;64204
13860;33;;RUE;LOUIS BARTHOU;46,97;Appartement;1;64204
13861;9179;;;GOURETTE;42,46;Appartement;2;64204
13862;4;;LOT;BELLEVUE;67,02;Maison;4;64320
13863;49;;RUE;DU PORT;64,46;Appartement;2;64320
13864;14;;AV;CASTELLANE;35,47;Appartement;1;64204
13865;9001;;PL;EUGENIE;16,82;Appartement;1;64204
13866;22;;RTE;DE SAINT JACQUES;90;Maison;4;64385
13867;80;;;KIROLETAKO ATEKAMOTZA;63,77;Appartement;3;64547
13868;21;;RUE;DE SAINTE BARBE;32,78;Appartement;1;64483
13869;24;;AV;DE CHANTACO;107,2;Appartement;5;64483
13870;5;;AV;JAUREGUIBERRY;103,35;Appartement;3;64483
13871;6;;AV;ANDENIA;44,5;Appartement;2;64483
13872;9;;BD;THIERS;107,49;Appartement;5;64483
13873;35;;RUE;TOURASSE;82,32;Appartement;4;64483
13874;7;;ALL;EL CANO;82,84;Maison;4;64483
13875;3;;IMP;UHARTIA;58,67;Appartement;3;64189
13876;8;;ALL;LEON DONGAITZ;61,4;Appartement;3;64483
13877;9148;;RES;LE MAILHNE;20,99;Appartement;1;64040
13878;9001;;RES;JOUANETOTTE;84,26;Appartement;4;64024
13879;34;;RUE;SAINTE MARGUERITE;52,32;Appartement;3;64024
13880;89;;ALL;DE L EMPEREUR;86,98;Appartement;2;64024
13881;37;;AV;D ESPAGNE;50,54;Appartement;2;64024
13882;65;;AV;DE BIARRITZ;66,31;Appartement;3;64024
13883;18;;RTE;DE MAIGNON;33,49;Appartement;2;64024
13884;12;;RUE;DES PINS;57,07;Appartement;2;64260
13885;2;;RUE;LABOURDETTE;65,43;Appartement;3;64260
13886;9614;;CHE;DE TEILLERIA;42,24;Appartement;2;64260
13887;2;;AV;DES MAGNOLIAS;40,23;Appartement;2;64260
13888;7;;AV;DES MIMOSAS;64,11;Appartement;3;64260
13889;2;;AV;DES MAGNOLIAS;40,7;Appartement;1;64260
13890;3;;RUE;HENRI IV;69,47;Appartement;3;64339
13891;17;;RUE;LEON GAMBETTA;83,1;Appartement;3;64417
13892;95;;CHE;LANDABOURE;77,57;Appartement;4;64304
13893;9001;;RES;RIVES DE L ADOUR;76,46;Appartement;4;65440
13894;14;;RUE;CORPS FRANC POMMIES;53,47;Appartement;3;65440
13895;8;;PL;DU 12EME RI;57,18;Appartement;3;65440
13896;9;;RUE;FRANCOIS MOUSIS;105,44;Appartement;2;65440
13897;2;T;RUE;DE CRONSTADT;55,42;Appartement;3;65440
13898;12;;RUE;LAGARRIGUE;10,33;Appartement;1;65440
13899;9001;;RES;CORISANDE;48,76;Appartement;2;65440
13900;20;;RUE;LARREY;74,7;Appartement;4;65440
13901;28;;PL;DU MARCHE BRAUHAUBAN;47,72;Appartement;2;65440
13902;4;;RUE;DE LA VICTOIRE;92,7;Maison;5;65440
13903;37;;RUE;FRANCOIS MARQUES;60,81;Appartement;3;65440
13904;9001;;RES;CORISANDE;76,35;Appartement;4;65440
13905;83;B;RUE;KLEBER PROLONGEE;53,13;Appartement;3;65440
13906;1;C;RUE;DUPONT;88,4;Appartement;4;65440
13907;14;;RUE;ANDRE BREYER;55,48;Appartement;3;65440
13908;16;;RUE;LEON DALLOZ;74,81;Appartement;4;65440
13909;6;;RUE;VOLTAIRE;31,16;Appartement;1;65440
13910;24;;BD;HENRI IV;73,32;Appartement;3;65440
13911;9001;;RES;RIVES DE L ADOUR;65,42;Appartement;3;65440
13912;6;;PL;JEAN JAURES;23,28;Appartement;1;65440
13913;16;;RUE;DE BELFORT;99,24;Appartement;4;65440
13914;11;;AV;DE LA MARNE;58,92;Appartement;3;65440
13915;7;;PL;PARMENTIER;26,87;Appartement;1;65440
13916;39;;AV;BERTRAND BARERE;52,28;Appartement;2;65440
13917;33;;CHE;DE LA SENDERE;67,48;Appartement;3;65440
13918;29;;RUE;BRAUHAUBAN;74,55;Appartement;2;65440
13919;5;;QUAI;ESTEVENET;53,75;Appartement;3;65440
13920;10;;RUE;LEON POUEY;48,36;Appartement;2;65440
13921;26;;RUE;RAMOND;49,96;Appartement;3;65440
13922;27;;RUE;EMILE PEREIRE;65,38;Appartement;4;65440
13923;62;;RUE;ANDRE FOURCADE;35,84;Appartement;2;65440
13924;9001;;RES;RIVES DE L ADOUR;68,01;Appartement;3;65440
13925;10;;RUE;DESPOURRINS;112,93;Appartement;3;65440
13926;14;;RUE;GEORGES CLEMENCEAU;39,77;Appartement;2;65440
13927;30;;BD;DU MARTINET;92,43;Appartement;4;65440
13928;4;;RUE;DES ROCHERS;84,23;Appartement;4;65286
13929;33;B;CHE;LANNEDARRE;85,82;Appartement;4;65286
13930;14;A;RUE;DU STADE;53,43;Appartement;3;65286
13931;4;;RUE;DE L AUBERTRON;27,49;Appartement;1;65286
13932;36;;RUE;DE PAU;101,29;Appartement;3;65286
13933;36;;RUE;DE PAU;25,61;Appartement;1;65286
13934;1;;RUE;NORMANDE;67,49;Appartement;4;65286
13935;10;;AV;MARANSIN;35,5;Appartement;1;65286
13936;42;;AV;DES PYRENEES;78,05;Appartement;2;65002
13937;39;;RUE;DE LA GROTTE;59,07;Appartement;2;65286
13938;8;;PL;DES PYRENEES;82,53;Appartement;3;65286
13939;33;;RUE;DE LA RAILLERE;35,84;Appartement;3;65138
13940;1;;RUE;DE VERDUN;45,92;Appartement;3;65138
13941;14;;RUE;DE LA RAILLERE;65,46;Appartement;3;65138
13942;18;;RTE;DE PIERREFITTE;45,49;Appartement;3;65138
13943;5;;RUE;DE LA RAILLERE;32,07;Appartement;1;65138
13944;13;B;AV;DU DOCTEUR DOMER;39,66;Appartement;3;65138
13945;4;;RUE;SAINT ANTOINE;53,68;Appartement;3;65138
13946;5;;RUE;D ETIGNY;15,95;Appartement;2;65138
13947;32;;AV;DU DOCTEUR DOMER;76,51;Appartement;3;65138
13948;11;;AV;DU GEN LECLERC;18,44;Appartement;1;65138
13949;6;;BD;LATAPIE FLURIN;31,96;Appartement;2;65138
13950;19;;RUE;DE BELFORT;30,22;Appartement;1;65138
13951;12;;RTE;DE LABATSUS;21,2;Appartement;1;65481
13952;15;;CAMI;DETHS AOUSETS;33,98;Appartement;2;65168
13953;3;;RUE;D ETS MARCATS;24,44;Appartement;2;65295
13954;3;;RTE;DE VILLENAVE;30,14;Appartement;1;65295
13955;15;;AV;DE L IMPERATRICE EUGENIE;59,46;Appartement;5;65295
13956;60;;RUE;DU CASINO;39,22;Appartement;2;65127
13957;13;;AV;AVENUE DES THERMES;28,44;Appartement;1;65388
13958;5016;;;LE VILLAGE;89,25;Appartement;4;65384
13959;5411;;;LE PLA D ADET;32,18;Appartement;1;65388
13960;8;;AV;STE MARIE;55,15;Appartement;3;65388
13961;5411;;;LE PLA D ADET;27,39;Appartement;1;65388
13962;2;;RUE;VINCENT MIR;42,71;Appartement;2;65388
13963;5136;;;MONTAGNE DE BATSEGURE;35,61;Appartement;3;65017
13964;5457;;;ESTIOUERE;27,13;Appartement;2;65388
13965;5141;;;BOUZIGUES;29,16;Appartement;2;65465
13966;10;;RUE;DE LA PISCINE;30,25;Appartement;2;65388
13967;10;;RUE;DE LORRY;72,83;Appartement;3;65059
13968;16;;AV;DU TOURMALET;32,1;Appartement;1;65059
13969;6;;RUE;DE L HORLOGE;43,36;Appartement;2;65059
13970;4;;IMP;DU PONT DE GERDE;30,36;Appartement;3;65059
13971;28;;RTE;DE TOULOUSE;104;Appartement;4;65059
13972;12;;RUE;DE LA REPUBLIQUE;104,32;Appartement;4;65059
13973;14;;RTE;DE LANCON;34,24;Appartement;2;65031
13974;5057;;;CULAS;33,57;Appartement;2;65199
13975;5020;A;;CULAS;31,82;Appartement;1;65199
13976;13;;AV;BESQUES;71,07;Appartement;4;65025
13977;15;;PL;CLEMENCEAU;34,5;Appartement;1;65025
13978;5464;;PL;DU FOIRAIL;105,46;Appartement;3;65025
13979;3;;RUE;LEVERRE;71,65;Appartement;3;65417
13980;305;;CHE;DE L ARTIGOU;37,96;Appartement;3;65123
13981;12;;PL;EUGENE CHRISTOPHE;35,48;Appartement;2;65123
13982;70;;AV;MARCELIN ALBERT;70,3;Appartement;3;66136
13983;9;;QUAI;NOBEL;60,24;Appartement;4;66136
13984;6;;RUE;METEZEAU;90,15;Appartement;4;66136
13985;300;;AV;CHARLES DEPERET;83,44;Appartement;4;66136
13986;13;;RUE;JOSEPH LOUIS DUC;105,66;Appartement;5;66136
13987;30;B;IMP;GRANDE LA REAL;34,84;Appartement;1;66136
13988;13;;RUE;MAL FOCH;37,65;Appartement;2;66136
13989;2;;RPT;CARLO SCHMID;61,78;Appartement;3;66136
13990;121;;AV;DE PRADES;68,41;Appartement;4;66136
13991;1;;RUE;DUGOMMIER;36,92;Appartement;2;66136
13992;18;;AV;DE PRADES;57,53;Appartement;3;66136
13993;34;;AV;DES PERVENCHES;63,29;Appartement;2;66136
13994;30;;RUE;DE TAULIS;69,33;Appartement;4;66136
13995;2;;RUE;D OMS;83,22;Appartement;5;66136
13996;38;;;RAMBLA OCCITANIE;35,03;Appartement;2;66136
13997;3;;RUE;DES CEDRES;32,19;Appartement;2;66003
13998;23;;AV;DU VIEUX PONT;26,87;Appartement;1;66003
13999;25;;RUE;CASTELLANE;22,74;Appartement;1;66003
14000;25;;RUE;CASTELLANE;23,15;Appartement;1;66003
14001;10;;RUE;DU PARC;28,22;Appartement;1;66003
14002;25;;AV;DU VALLESPIR;11,06;Appartement;1;66003
14003;21;;RUE;DE LA GUIXERA;33,93;Appartement;1;66003
14004;21;;RUE;DES THERMES;20,95;Appartement;1;66003
14005;7;;RUE;DES QUATRE SAISONS;44,24;Appartement;2;66124
14006;13;;RUE;DES LILAS;54,48;Appartement;3;66124
14007;17;;BD;BALCON SUD;36,05;Appartement;2;66124
14008;4;;IMP;DES OISEAUX;35,35;Appartement;3;66124
14009;22;;BD;FRANCOIS ARAGO;43,85;Appartement;3;66124
14010;1;B;RUE;DE CERDAGNE;35;Appartement;2;66037
14011;1;;RUE;DES HIRONDELLES;74,89;Maison;4;66037
14012;10;;ALL;DU LEVANT;20,4;Appartement;1;66037
14013;;;AV;FREDERIC MISTRAL;61,34;Appartement;3;66037
14014;34;;BD;HIPPOLYTE TIXADOR;63,67;Appartement;3;66037
14015;69;;BD;CASSANYES;54,1;Appartement;2;66037
14016;15;;QUAI;DES MARINES DE PORT CANET;30,45;Appartement;2;66037
14017;1;;RUE;JOUY D ARNAUD;47,84;Appartement;2;66037
14018;2;;PROM;DE LA COTE RADIEUSE;27,85;Appartement;1;66037
14019;11;;AV;DE LA MEDITERRANEE;25,77;Appartement;1;66037
14020;22;;RUE;DU MAS LION;69,59;Appartement;3;66024
14021;23;;AV;PAUL REIG;45,24;Appartement;2;66065
14022;5001;F;AV;DE PERPIGNAN;38,76;Appartement;2;66002
14023;;;ALL;DU CANIGOU;38,8;Appartement;2;66059
14024;1;;IMP;DU PAS D EN FLOUS;63,11;Appartement;3;66065
14025;;;RES;LES MARMOTTES;30,62;Appartement;2;66004
14026;5002;F;RUE;DE LA POSTE;37,18;Appartement;1;66020
14027;9026;;RES;ANGLES PLEIN SUD;47,48;Appartement;3;66004
14028;;;RES;LE CLOS DES PINS;36,44;Appartement;2;66020
14029;3;;CAMI;DEL CARGOL;66,56;Appartement;4;66082
14030;495;;AV;DU SERRAT DE L OURS;43,89;Appartement;2;66020
14031;9999;;;LA CLOSE;111,39;Maison;2;66154
14032;9019;;LOT;LES GENEVRIERS;70,1;Appartement;2;66004
14033;;;AV;DU GRAND TERMANAL;57,62;Appartement;3;66020
14034;;;CAE;D AMONT;21,2;Appartement;1;66082
14035;9001;;;LE REAL;64,1;Appartement;3;66187
14036;14;;CAMI;DELS HORTS;91,95;Maison;4;66213
14037;10;;RUE;DU COMMERCE;26,2;Appartement;2;66049
14038;21;;AV;FRANCESC IRLA;58,3;Appartement;2;66049
14039;9001;;RES;LA POINTE VERMEILLE;20,56;Appartement;1;66017
14040;9001;;RES;LES CABESTANS II;27,51;Appartement;2;66017
14041;9001;;RES;LES MARINES III;20,24;Appartement;2;66017
14042;3;;RUE;DES OLIVIERS;50,76;Maison;3;66212
14043;9001;;RES;LE CASTELLOU;28,88;Maison;2;66182
14044;9003;;RES;LES RESIDENCES DE LA PLAGE;28,05;Appartement;2;66182
14045;2;;AV;VICTOR HUGO;54,77;Appartement;2;66164
14046;9001;;RES;LE PETIT BOIS;21,55;Appartement;1;66008
14047;9001;;RES;LE CATALUNYA;15,33;Appartement;1;66008
14048;9001;;RES;LE CARAVELLE;29,97;Appartement;1;66008
14049;24;;BD;DE LA MER;27,4;Appartement;2;66008
14050;9005;;RES;PORT AU PRINCE;23,44;Appartement;2;66171
14051;9019;;RES;LE HAMEAU DU PAR;42,53;Appartement;3;66171
14052;9001;;RES;LES CYCLADES;40,65;Maison;2;66171
14053;9004;;RES;LES MAS DE LA MER;26,16;Appartement;2;66171
14054;9002;;RES;PORT DES SABLES;43,61;Appartement;2;66171
14055;14;;RUE;IMBERT COLOMES;28,17;Appartement;3;69381
14056;46;;RUE;SGT BLANDAN;33,53;Appartement;2;69381
14057;19;;RUE;DESIREE;73,39;Appartement;4;69381
14058;22;;RUE;IMBERT COLOMES;81,58;Appartement;2;69381
14059;39;;RUE;BURDEAU;94,81;Appartement;3;69381
14060;99;;MTE;DE LA GRANDE COTE;28,06;Appartement;1;69381
14061;28;;RUE;BURDEAU;63,38;Appartement;3;69381
14062;13;;RUE;STE CATHERINE;72,1;Appartement;3;69381
14063;31;;QUAI;ST VINCENT;117,6;Appartement;2;69381
14064;1;;PL;CROIX PAQUET;104,27;Appartement;4;69381
14065;19;;RUE;RIVET;53,26;Appartement;2;69381
14066;4;;PL;SATHONAY;17,41;Appartement;1;69381
14067;7;;RUE;TERME;93,03;Appartement;3;69381
14068;8;;RUE;GENERAL DE SEVE;65,55;Appartement;3;69381
14069;26;;RUE;DE L ARBRE SEC;25,19;Appartement;1;69381
14070;15;;RUE;LONGUE;43,43;Appartement;2;69381
14071;5;;RUE;CONSTANTINE;37,6;Appartement;6;69381
14072;16;;RUE;DE L ANNONCIADE;25,43;Appartement;1;69381
14073;10;;RUE;TOURRET;45,56;Appartement;2;69381
14074;2;;PL;TOBIE ROBATEL;67,2;Appartement;3;69381
14075;2;;RUE;AUDRAN;44,96;Appartement;1;69381
14076;3;;RUE;BURDEAU;64,31;Appartement;3;69381
14077;2;;RUE;AUDRAN;43,85;Appartement;2;69381
14078;49;;RUE;TABLES CLAUDIENNES;48,68;Appartement;2;69381
14079;6;;PTR;PTE RUE DES FEUILLANTS;32,46;Appartement;1;69381
14080;30;;RUE;DE L ARBRE SEC;69,6;Appartement;3;69381
14081;4;;RUE;DE LA BOURSE;40,29;Appartement;2;69381
14082;10;;RUE;ST POLYCARPE;105,72;Appartement;3;69381
14083;4;;RUE;PIZAY;70,65;Appartement;3;69381
14084;13;;RUE;STE CATHERINE;46,58;Appartement;2;69381
14085;8;;PL;DES TERREAUX;88,45;Appartement;2;69381
14086;13;;RUE;STE CATHERINE;49,6;Appartement;2;69381
14087;11;;RUE;RENE LEYNAUD;91,03;Appartement;3;69381
14088;43;;RUE;RENE LEYNAUD;107,85;Appartement;5;69381
14089;9;;RUE;DU GARET;27,65;Appartement;1;69381
14090;29;;RUE;DU BON PASTEUR;67,17;Appartement;2;69381
14091;19;;RUE;NEYRET;18,19;Appartement;1;69381
14092;16;;RUE;PIERRE DUPONT;89,93;Appartement;4;69381
14093;14;;RUE;LEMOT;20,83;Appartement;1;69381
14094;13;;RUE;DE L ANNONCIADE;87,38;Appartement;3;69381
14095;11;;RUE;ROYALE;31,17;Appartement;1;69381
14096;33;;RUE;RENE LEYNAUD;97,65;Appartement;2;69381
14097;12;;RUE;TAVERNIER;52,91;Appartement;2;69381
14098;14;;QUAI;ANDRE LASSAGNE;124,75;Appartement;4;69381
14099;7;;RUE;BODIN;71,48;Appartement;2;69381
14100;8;;RUE;DOMINIQUE PERFETTI;75,44;Appartement;3;69381
14101;13;;RUE;STE CATHERINE;85;Appartement;3;69381
14102;22;;QUAI;ST VINCENT;78,32;Appartement;2;69381
14103;6;;PL;COLBERT;46,34;Appartement;1;69381
14104;2;;RUE;MULET;32,86;Appartement;1;69381
14105;7;;RUE;PIERRE DUPONT;43,85;Appartement;1;69381
14106;23;;RUE;DU BON PASTEUR;31,78;Appartement;1;69381
14107;9;;PL;LT MOREL;66,06;Appartement;3;69381
14108;43;;RUE;PIERRE DUPONT;40,07;Appartement;3;69381
14109;14;;RUE;DES CAPUCINS;67,33;Appartement;2;69381
14110;16;;RUE;ST POLYCARPE;43,81;Appartement;2;69381
14111;11;;RUE;ROYALE;26,35;Appartement;1;69381
14112;29;;RUE;ROMARIN;30,65;Appartement;1;69381
14113;3;;RUE;ROMARIN;65,09;Appartement;2;69381
14114;7;;RUE;DESIREE;26,61;Appartement;2;69381
14115;22;;RUE;IMBERT COLOMES;60,48;Appartement;2;69381
14116;4;;RUE;DES AUGUSTINS;99,05;Appartement;2;69381
14117;30;;QUAI;ST VINCENT;16,51;Appartement;1;69381
14118;13;;RUE;STE CATHERINE;53,64;Appartement;2;69381
14119;34;;RUE;BURDEAU;141,85;Appartement;3;69381
14120;35;;RUE;PAUL CHENAVARD;18;Appartement;1;69381
14121;13;;RUE;DU BON PASTEUR;62,38;Appartement;3;69381
14122;19;;RUE;SGT BLANDAN;39,92;Appartement;2;69381
14123;12;;RUE;OZANAM;48;Appartement;1;69381
14124;13;;RUE;STE CATHERINE;48,9;Appartement;2;69381
14125;9;;RUE;PIERRE BLANC;53,83;Appartement;2;69381
14126;34;;RUE;TABLES CLAUDIENNES;70,55;Appartement;3;69381
14127;2;;RUE;DE THOU;45,13;Appartement;2;69381
14128;16;;RUE;SGT BLANDAN;70;Appartement;2;69381
14129;4;;RUE;ROYALE;98,7;Appartement;4;69381
14130;16;;RUE;CONSTANTINE;31,51;Appartement;1;69381
14131;19;;RUE;PIERRE BLANC;52,12;Appartement;1;69381
14132;31;;RUE;DU BAT D ARGENT;102,62;Appartement;3;69381
14133;8;;QUAI;ANDRE LASSAGNE;41,78;Appartement;1;69381
14134;8;;RUE;DU GARET;37,02;Appartement;2;69381
14135;30;;RUE;PALAIS GRILLET;29,02;Appartement;1;69382
14136;13;;RUE;DUGAS MONTBEL;32,43;Appartement;2;69382
14137;9;;PAS;PANAMA;27,5;Appartement;1;69382
14138;42;;RUE;FRANKLIN;60,04;Appartement;3;69382
14139;48;;RUE;DE CONDE;16,5;Appartement;1;69382
14140;14;;QUAI;JEAN MOULIN;85,02;Appartement;3;69382
14141;4;;RUE;VAUBECOUR;75,33;Appartement;3;69382
14142;22;;RUE;PALAIS GRILLET;48,09;Appartement;3;69382
14143;6;;RUE;DU PLAT;67,21;Appartement;2;69382
14144;8;;RUE;SEGUIN;62,86;Appartement;3;69382
14145;51;;CRS;CHARLEMAGNE;53;Appartement;2;69382
14146;34;;QUAI;SAINT ANTOINE;125,32;Appartement;2;69382
14147;43;;RUE;DES REMPARTS D'AINAY;35,17;Appartement;1;69382
14148;38;;RUE;DES REMPARTS D'AINAY;37,67;Appartement;2;69382
14149;72;;RUE;PDT EDOUARD HERRIOT;6,89;Appartement;1;69382
14150;31;;RUE;AUGUSTE COMTE;132,8;Appartement;4;69382
14151;5;;PL;ANTONIN PONCET;123,35;Appartement;4;69382
14152;24;;RUE;DU PLAT;175,28;Appartement;4;69382
14153;34;;QUAI;GAILLETON;238,63;Appartement;6;69382
14154;9;;RUE;FERRANDIERE;35,51;Appartement;1;69382
14155;23;;RUE;GILIBERT;18,62;Appartement;1;69382
14156;14;;RUE;D'ENGHIEN;26,95;Appartement;1;69382
14157;18;;CRS;BAYARD;50,65;Appartement;2;69382
14158;18;;RUE;CHILDEBERT;91,11;Appartement;3;69382
14159;11;;RUE;CLOTILDE BIZOLON;81,78;Appartement;3;69382
14160;10;;RUE;BELLECORDIERE;101,84;Appartement;4;69382
14161;67;;RUE;PDT EDOUARD HERRIOT;73,87;Appartement;3;69382
14162;3;;RUE;LAURENCIN;39,57;Appartement;2;69382
14163;4;;PL;GENSOUL;185,29;Appartement;5;69382
14164;13;;RUE;GROLEE;212,17;Appartement;4;69382
14165;13;;RUE;DUGAS MONTBEL;14,02;Appartement;1;69382
14166;26;;RUE;NEUVE;89,51;Appartement;4;69382
14167;4;;QUAI;RAMBAUD;37,12;Appartement;1;69382
14168;27;;CRS;BAYARD;42,25;Appartement;2;69382
14169;17;;RUE;DE LA CHARITE;46,38;Appartement;1;69382
14170;22;;RUE;DENUZIERE;63,27;Appartement;3;69382
14171;11;;RUE;PORT DU TEMPLE;17,87;Appartement;1;69382
14172;9;;RUE;CLOTILDE BIZOLON;137,09;Appartement;4;69382
14173;6;;RUE;DE CONDE;24,92;Appartement;1;69382
14174;23;;RUE;THOMASSIN;64,34;Appartement;3;69382
14175;55;;RUE;FRANKLIN;80,52;Appartement;2;69382
14176;10;;RUE;DE LA BARRE;55,25;Appartement;1;69382
14177;13;;RUE;DUGAS MONTBEL;27,58;Appartement;1;69382
14178;5;;PL;ANTONIN PONCET;320,92;Appartement;8;69382
14179;15;;RUE;SMITH;47,8;Appartement;2;69382
14180;13;;RUE;LAURENCIN;124,38;Appartement;4;69382
14181;29;;CRS;BAYARD;35,29;Appartement;2;69382
14182;6;;RUE;FRANCOIS DAUPHIN;72,14;Appartement;2;69382
14183;15;;RUE;VICTOR HUGO;83,88;Appartement;6;69382
14184;37;;RUE;DENUZIERE;64,5;Appartement;3;69382
