Id_bien;No_voie;B/T/Q;Type_voie;Voie;Surface_carrez;Type_local;Nombre_pieces;codedep_codecom
1;151;;RTE;DE BELLEVILLE;86,8;Appartement;3;1258
2;79;;CRS;DE VERDUN;138,03;Appartement;5;1283
3;10;;RUE;AMPERE;68,11;Appartement;2;1283
4;1;;RUE;GERARD DE NERVAL;70,78;Appartement;3;1031
5;14;;RUE;CASTELLION;88;Appartement;3;1283
6;47;;RUE;DU CHANE;48,38;Appartement;2;1014
7;12;;RUE;DU MURET;22,2;Appartement;1;1283
8;1;;ESPA;CHARLES DE GAULLE;64,44;Appartement;3;1283
9;86;;RUE;GUSTAVE EIFFEL;46,68;Appartement;2;1031
10;25;;RUE;DE LA ROCHE SAMUEL;64,21;Appartement;2;1060
11;115;;RUE;MASONOD;77,3;Appartement;4;1185
12;9;;RUE;NEUVE;41,82;Appartement;1;1262
13;1172;;RTE;DE GENEVE;38,43;Appartement;3;1142
14;77;B;RUE;DU COMMERCE;42;Appartement;2;1357
15;154;;RUE;SUR LA VIGNETTE;91,69;Appartement;3;1204
16;3;;RUE;DU DOCTEUR GREZEL;107,61;Appartement;5;1269
17;7;;RUE;DU DOCTEUR GREZEL;45,5;Appartement;2;1269
18;79;;GR;GRANDE RUE DE BULLIEZ;70,09;Appartement;3;1202
19;54;;GR;GRANDE RUE;68,11;Appartement;3;1396
20;369;;AV;CHARLES DE GAULLE;52,6;Appartement;2;1202
21;956;;RTE;DE BOURG;94,09;Maison;2;1202
22;5;;PL;DE L EGLISE;37,63;Appartement;2;1202
23;15;;CHE;DU LAVOIR;32,27;Appartement;2;1390
24;1143;;RUE;CLAIRES FONTAINES;43,23;Appartement;2;1390
25;44;;RUE;PASTEUR;71,29;Appartement;3;1202
26;399;;RUE;DU COTEILLON;103,62;Maison;4;1202
27;347;;RUE;DU CHATEAU;48,22;Appartement;3;1103
28;240;;RUE;DE PRE BAILLY;45,36;Appartement;2;1173
29;329;;RUE;DES CARPIERES;24,8;Appartement;1;1399
30;6;;RUE;DES USINIERS;45,54;Appartement;1;1173
31;282;;CHE;DES LONGES RAYES;42,2;Appartement;2;1071
32;17;;LOT;LES JARDINS DE CHEVRY;30,23;Appartement;1;1103
33;812;;RUE;DES VERTES CAMPAGNES;164,18;Maison;6;1173
34;27;;RLE;DE L EGLISE;46,12;Appartement;3;1173
35;663;;RTE;BLANCHE;84,97;Appartement;3;1399
36;8;;RTE;DE DIVONNE;134,17;Appartement;4;1436
37;242;;RUE;DE PRE BAILLY;50,33;Appartement;2;1173
38;377;;RUE;DES ABATTOIRS;88,7;Appartement;4;1173
39;77;J;LOT;CLOS CHAMP VRILLARD;105,68;Maison;6;1071
40;923;;RTE;DE MURY;99,39;Maison;4;1153
41;77;;RUE;LA PIECE;123,16;Maison;5;1103
42;88;;RUE;DE LA PIERRE;222,97;Maison;3;1153
43;256;;AV;DE BELLE FERME;34,56;Appartement;2;1173
44;256;;AV;DE BELLE FERME;55,4;Appartement;3;1173
45;711;;RUE;DES MORAINES;42,92;Appartement;2;1103
46;120;B;CHE;DU MARTINET;67,94;Appartement;3;1071
47;120;B;CHE;DU MARTINET;68,08;Appartement;3;1071
48;68;;RUE;DES USINIERS;61,54;Appartement;4;1173
49;18;;AV;FRANCIS BLANCHARD;51;Appartement;2;1173
50;242;;RUE;DES VERTES CAMPAGNES;92,45;Appartement;3;1173
51;348;;RUE;DE PRE BAILLY;77,86;Appartement;4;1173
52;183;;RUE;DU VIEUX BOURG;45,12;Appartement;1;1399
53;346;;RUE;DE PRE BAILLY;68,45;Appartement;3;1173
54;67;;RTE;DE GENEVE;42,01;Appartement;2;1071
55;170;;RUE;DES TERREAUX;32,6;Appartement;2;1173
56;282;;CHE;DES LONGES RAYES;42,59;Appartement;2;1071
57;71;;CHE;DE LA PRALAY;58,13;Appartement;2;1135
58;39;;RUE;BUFFON;108,65;Appartement;4;1033
59;3;;RUE;TURENNE;82,6;Appartement;4;1033
60;86;;RUE;DE LA REPUBLIQUE;38;Appartement;1;1033
61;24;;RUE;LAMARTINE;47,65;Appartement;3;1033
62;60;;RUE;DE SAVOIE;75;Appartement;4;1033
63;198;;RTE;DE VOUVRAY;62,38;Appartement;3;1033
64;198;;RTE;DE VOUVRAY;92,04;Appartement;4;1033
65;54;;RUE;ANTOINE JACQUET;88,83;Appartement;4;1033
66;8;;RUE;GEORGES MARIN;69,66;Appartement;3;1033
67;392;;RTE;DE VOUVRAY;81,24;Appartement;4;1033
68;1;;RUE;JOLIOT CURIE;56,65;Appartement;2;1033
69;76;;RUE;COLONEL XAVIER RENDU;54,7;Appartement;2;1033
70;35;;RUE;BUFFON;70,15;Appartement;3;1033
71;20;;RUE;PARMENTIER;57,23;Appartement;2;1033
72;38;B;RUE;JOSEPH MARION;61,89;Appartement;3;1033
73;6;;RUE;GEORGES MARIN;68,92;Appartement;3;1033
74;22;;RUE;DE L AVENIR;89,2;Appartement;5;1033
75;7;;RUE;TURENNE;28,8;Appartement;1;1033
76;1;;ALL;ALBERT CAMUS;58,3;Appartement;2;1033
77;1;;RUE;DE GEX;82,59;Appartement;3;1160
78;1;;AV;DU BIJOU;71,08;Appartement;3;1160
79;58;;CHE;DE LA PLANCHE BRULEE;97,03;Maison;4;1160
80;80;;RUE;DE MEYRIN;63,58;Appartement;3;1160
81;84;;RUE;DE MEYRIN;63,45;Appartement;3;1160
82;322;;RUE;DE BRETIGNY;112,93;Maison;4;1281
83;91;;CHE;DE LA PLANCHE BRULEE;133,77;Appartement;4;1160
84;26;;CHE;DE LA PLANCHE BRULEE;66,95;Appartement;3;1160
85;148;;IMP;DU SAUGY;70,53;Appartement;3;1281
86;30;;RUE;DE VERSOIX;74,85;Appartement;3;1160
87;322;;RUE;DE BRETIGNY;90,33;Maison;4;1281
88;27;;RTE;DE CESSY;85,12;Appartement;4;1435
89;40;;RUE;VICTOR HUGO;83,82;Maison;4;1160
90;38;;AV;DE VESSY;56,96;Appartement;2;1160
91;223;;RUE;DES PRALETS;113,52;Appartement;4;1281
92;48;;RUE;DE GENEVE;114,17;Appartement;4;1160
93;4;;IMP;DU PEGAN;36,21;Appartement;1;1160
94;80;;RUE;DE MEYRIN;63,54;Appartement;3;1160
95;17;;AV;DES ALPES;95,66;Appartement;5;1160
96;86;;RUE;DE MEYRIN;63,27;Appartement;3;1160
97;195;;IMP;DU SAUGY;102,52;Maison;4;1281
98;16;;AV;DU JURA;2,36;Appartement;0;1160
99;58;;AV;DU MONT BLANC;130,8;Appartement;6;1143
100;1403;;RUE;JEAN DE GINGINS;93,23;Maison;4;1143
101;44;;ALL;DU SQUARE DE LAUSANNE;88,11;Appartement;4;1143
102;90;;RUE;DE LAUSANNE;135,68;Appartement;4;1143
103;786;;AV;DES VOIRONS;46,05;Appartement;2;1143
104;47;;CHE;DES ECOLIERS;51,7;Appartement;2;1143
105;114;;RUE;DU CONTE DES PERMISSIONS;58,62;Appartement;2;1143
106;644;;RUE;D ARBERE;96,46;Maison;5;1143
107;28;;CHE;DU PEUDEX;67,33;Appartement;3;1143
108;96;;RUE;DU JURA;90,4;Appartement;4;1143
109;152;;GR;GRANDE RUE;50,11;Appartement;1;1143
110;5208;;;LE BULOZ;35,3;Appartement;3;1187
111;232;;RUE;DE LA ROCHETTE;127,2;Appartement;4;1079
112;211;;RUE;CHANTEPIE;44,48;Appartement;2;1313
113;102;;MAIL;DU NEUTRINO;95,43;Maison;4;1313
114;33;;MAIL;DU NEUTRINO;71,43;Appartement;3;1313
115;103;;MAIL;DU NEUTRINO;110,13;Maison;5;1313
116;94;;ALL;SIMON VAN DER MEER;87,38;Appartement;4;1313
117;247;;CHE;DE PRE DE PLANCHE;73,77;Maison;4;1313
118;4;;CHE;DU MARAIS;85,12;Appartement;4;1313
119;3;;RUE;STE MARIE;72,75;Appartement;4;1034
120;269;;CHE;DE CHARIGNIN;62,03;Appartement;3;1034
121;386;;CHE;DES SOUPIRS;63,17;Appartement;3;1034
122;150;;RUE;DE LA REPUBLIQUE;38,67;Appartement;2;1034
123;5001;;ALL;HONORE DE BALZAC;82,37;Maison;4;1034
124;99;;RUE;DE L AMITIE;78,54;Appartement;4;1034
125;13;;PL;DES FOURS;117,63;Appartement;5;1034
126;67;;RTE;DE CHAVORNOD;57,5;Appartement;3;1034
127;46;;AV;DES NATIONS;38,67;Appartement;2;1443
128;4;;RUE;DE LA MAIRIE;35,86;Appartement;3;1138
129;28;;AV;JEAN FALCONNIER;31,65;Appartement;2;1138
130;9;;RUE;DES FRERES SERPOLLET;53,81;Appartement;3;1138
131;231;;RUE;DE LA RABOUDIERE;71,8;Appartement;3;1224
132;190;A;RUE;CENTRALE;50,42;Appartement;2;1350
133;62;;CHE;DU BONATIER;85,95;Appartement;4;1248
134;541;;RUE;DES MONTS JURA;51,99;Appartement;2;1210
135;5245;;;LES MARS;30,98;Appartement;2;1247
136;40;;IMP;DES PISTES;21,48;Appartement;2;1210
137;172;;RUE;HECTOR BERLIOZ;79,06;Appartement;3;1030
138;768;;RUE;EDOUARD HERRIOT;56,63;Appartement;2;1194
139;59;;RUE;ALEXANDRE BERARD;164,87;Appartement;6;1004
140;29;;RUE;REINE CLOTILDE;54,84;Appartement;2;1004
141;54;;RUE;MARCEL DEMIA;68,23;Appartement;3;1004
142;28;;RUE;DU DOC CHARCOT;42,78;Appartement;2;1345
143;25;;RUE;DE LA COMMUNE 1871;70,1;Maison;3;1004
144;60;;ALL;DES FRERES CAUDRON;50,64;Appartement;2;1004
145;13;;RUE;JEAN MONNET;54,65;Appartement;2;1004
146;72;;RUE;DE LA REPUBLIQUE;35,59;Appartement;2;1004
147;2;;RUE;DE LA BATISSE;81,15;Appartement;3;1004
148;36;;RUE;DES APOTRES;74,72;Appartement;2;1004
149;54;B;RUE;ARISTIDE BRIAND;70,45;Appartement;3;1004
150;78;;AV;DU GEN SARRAIL;92,47;Appartement;5;1004
151;91;;;GRAND' RUE;295,21;Appartement;6;1109
152;780;;RUE;DE LA REPUBLIQUE;135,89;Appartement;2;1158
153;250;;RUE;DES FRENES;83,6;Maison;4;1192
154;5186;;;MATAFELON;42,89;Appartement;2;1240
155;8;;RUE;DE LA BIENNE;200;Appartement;4;1148
156;140;;RUE;DE L'ABBE JOLIVET;109,22;Maison;5;1288
157;8;;RUE;DE GENEVE;52,58;Appartement;2;1354
158;2;;RUE;DU RECULET;58,71;Appartement;2;1354
159;276;;RTE;DE POUGNY;35,6;Appartement;2;1288
160;226;;ALL;DES CAPUCINES;117;Maison;5;1354
161;53;;ALL;DES PRUNUS;165,92;Appartement;5;1354
162;132;;ALL;DES HETRES;131,91;Appartement;4;1354
163;2;;RUE;DU JURA;84,24;Appartement;3;1354
164;10;;RUE;DES HAUTAINS;112,3;Appartement;5;1354
165;2;;RUE;DE CHAMP FUSY;30,62;Appartement;1;1354
166;33;;RUE;DE GENEVE;53,43;Appartement;3;1354
167;3;A;RUE;GEORGES CHARPAK;47,6;Appartement;2;1354
168;461;;RUE;JEAN-JACQUES ROUSSEAU;132,16;Appartement;5;1354
169;16;;RUE;DES HAUTAINS;52,58;Appartement;2;1354
170;34;;RUE;DES ECOLES;138,05;Maison;5;1354
171;72;;CHE;DES COLLINES;105,12;Maison;4;1401
172;10;;RUE;DES HAUTAINS;111,06;Appartement;5;1354
173;181;;RUE;PARC JEAN MONNET;133,24;Appartement;4;1354
174;35;;RUE;DES PRELES;87,23;Appartement;4;1401
175;53;;ALL;DES PRUNUS;166,98;Appartement;5;1354
176;6;;;DE LA TOUR;76,7;Appartement;4;1363
177;9;;RUE;DE LA FLAUDIERE;65,29;Appartement;3;1199
178;4;;PL;DE L HOTEL DE VILLE;44,24;Appartement;2;1199
179;312;;RUE;DES TERRASSES;124,55;Maison;5;1419
180;88;;RUE;DU PETIT CHAMP;99,13;Maison;4;1419
181;27;;RUE;DES VERGERS;43,42;Appartement;2;1419
182;75;;RUE;DES VERGERS;56,02;Appartement;3;1419
183;6066;;RUE;DES BATTOIRS;69,65;Appartement;3;1419
184;20;;;HAMEAU DES CHENES;101,52;Maison;6;1419
185;62;;CHE;DU PONT DE GREMAZ;68,69;Appartement;3;1419
186;6066;;RUE;DES BATTOIRS;59,67;Appartement;2;1419
187;13;;RUE;DE LAYE;120,5;Maison;5;1244
188;2;;RUE;DE LYON;65,82;Appartement;3;1244
189;40;;MTE;DES CANNES;48,42;Appartement;2;1450
190;27;;RUE;FERNAND THUILLART;165,11;Appartement;6;2408
191;11;;RUE;BONNOT;39,97;Appartement;2;2408
192;1;;RUE;CONDORCET;71,5;Appartement;4;2408
193;15;;RUE;DU REMPART SAINT REMY;82,54;Appartement;3;2408
194;27;;RUE;CARLIER HENNECART;30,94;Appartement;1;2408
195;13;;RUE;PAUL DOUMER;31,6;Appartement;2;2408
196;13;;RUE;PAUL DOUMER;49,1;Appartement;2;2408
197;13;;RUE;VINCHON;73,5;Appartement;3;2408
198;15;;RUE;DU CHANGE;23,82;Appartement;1;2408
199;13;;RUE;PAUL DOUMER;37,3;Appartement;2;2408
200;9001;;RUE;JEAN DE LA FONTAINE;65,66;Maison;3;2408
201;10;;PL;DU MARCHE;46,92;Appartement;2;2408
202;27;;RUE;JEAN RACINE;27,19;Appartement;1;2408
203;32;;RUE;DE LA LINOTTE;78,3;Maison;4;2408
204;1;;RLE;DES NEUFLIERS;24,05;Appartement;1;2408
205;1;;RUE;CONDORCET;88,5;Appartement;5;2408
206;30;;RUE;DE L EGLISE;92,54;Maison;4;2755
207;32;;RUE;DE LA LINOTTE;53,42;Appartement;3;2408
208;30;;RUE;SERURIER;23,86;Appartement;1;2408
209;1;;RUE;CONDORCET;89;Appartement;5;2408
210;32;;RUE;DE LA LINOTTE;47,44;Appartement;2;2408
211;32;;RUE;DE LA LINOTTE;80,14;Maison;4;2408
212;4;;RUE;DE LA CONGREGATION;28,13;Appartement;1;2408
213;3;;AV;CARNOT;77,91;Appartement;3;2408
214;21;;RUE;AMPERE;88,14;Maison;4;2408
215;30;;RUE;SERURIER;26,4;Appartement;1;2408
216;2;;RUE;DE LA SELLERIE;119,4;Appartement;4;2691
217;1;;RUE;D ISLE;33,49;Appartement;1;2691
218;23;;RUE;DU GOUVERNEMENT;96,4;Appartement;4;2691
219;15;;RUE;VARLET;53,22;Appartement;2;2691
220;2;;RUE;PAUL CLAUDEL;64,24;Appartement;3;2305
221;2;;PL;FERNAND MARQUIGNY;142,98;Appartement;5;2722
222;12;;RUE;DES PAVEURS;108,49;Appartement;4;2722
223;36;;RUE;DU MOULIN BOTTE;50,16;Appartement;2;2226
224;18;;RUE;QUINQUET;121,9;Appartement;5;2722
225;2;;BD;JEANNE D ARC;29,16;Appartement;1;2722
226;1;;RUE;DE LA SURCHETTE;64,21;Appartement;4;2722
227;18;;RUE;DU CHAMP BOUILLANT;49,33;Appartement;2;2722
228;14;;RUE;PORTE CROUY;37,18;Appartement;2;2722
229;2;B;RUE;JEAN DELAPLACE;79,27;Maison;4;2722
230;3;;RUE;DE LA RESISTANCE;47,02;Appartement;3;2722
231;20;;RUE;NOTRE DAME;20,45;Appartement;1;2722
232;15;B;RUE;DU CHAMP BOUILLANT;59,81;Appartement;4;2722
233;2;B;BD;EDOUARD BRANLY;45,12;Appartement;2;2722
234;1;B;RUE;DES GRAVIERS;62,15;Appartement;3;2722
235;2;B;BD;EDOUARD BRANLY;49,46;Appartement;2;2722
236;10;;PL;DE LAON;41,42;Appartement;1;2722
237;4;;PL;DE LAON;68,95;Appartement;3;2722
238;12;;AV;THIERS;72,93;Appartement;2;2722
239;30;;AV;DU GENERAL DE GAULLE;29,36;Appartement;1;2722
240;4;;RUE;JEAN MOULIN;65,9;Appartement;3;2722
241;16;;RUE;D OULCHY LE CHATEAU;76,95;Appartement;3;2064
242;3;B;RUE;PORTE CROUY;31,84;Appartement;2;2722
243;10;;PL;DE LAON;73,94;Appartement;3;2722
244;2;B;BD;EDOUARD BRANLY;68,37;Appartement;3;2722
245;7;;RUE;DE PANLEU;29,21;Appartement;1;2722
246;2;B;BD;EDOUARD BRANLY;73,65;Appartement;3;2722
247;22;;BD;JEANNE D ARC;31,62;Appartement;1;2722
248;30;;AV;DU GENERAL DE GAULLE;23,7;Appartement;1;2722
249;1;;RUE;DU PONT DE LA TOURNELLE;145,28;Maison;4;2795
250;7;;RUE;DE FONTENOY;49,99;Appartement;3;2795
251;12;;RUE;LUCIEN QUITTELIER;80,87;Maison;4;2173
252;20;G;RUE;DES OEUVRES DE CHINE;92;Maison;4;2173
253;1;;PL;BOUZIER;60,05;Appartement;3;2173
254;8;;PTR;PETITE RUE SAINT VINCENT;39,62;Maison;3;2758
255;12;;AV;DE LA MARE AUX CANES;60,2;Appartement;3;2168
256;3;;PL;DE L HOTEL DE VILLE;48,5;Appartement;3;2168
257;50;;GR;GRANDE RUE;57,74;Appartement;3;2168
258;1;;RES;RENOIR;78,24;Appartement;4;2168
259;16;;RUE;DE MONTEVIDEO;25;Appartement;3;2680
260;3;;RUE;ROGER SALENGRO;77,56;Appartement;5;2810
261;19;;RUE;SAINT DENIS;55,74;Maison;3;2410
262;2;;RUE;DE BAPAUME;81,62;Appartement;4;2810
263;;;;LA FOSSE SALMON;58,67;Appartement;2;2810
264;17;;RUE;ALEXANDRE DUMAS;89,56;Appartement;3;2810
265;5;A;RUE;FERNAND BAZIN;570;Maison;6;2201
266;5;;PL;DU DOCTEUR MOUFLIER;21,4;Appartement;1;2810
267;9;;RUE;VICTOR HUGO;67,85;Appartement;3;2810
268;41;;RUE;DU GRAND MONTOIR;51,07;Appartement;3;2810
269;5;;PL;DU DOCTEUR MOUFLIER;20,69;Appartement;1;2810
270;5;D;RUE;FERNAND BAZIN;93,89;Maison;6;2201
271;9003;;RUE;ROBERT GODARD;66,36;Appartement;3;2318
272;108;;BD;GAMBETTA;148,41;Appartement;5;2738
273;2;;RUE;MAZIN;146,68;Appartement;4;2304
274;2;;CHT;DE LA QUINCY;106;Maison;6;2537
275;2;;RUE;DENAIN;124,01;Appartement;3;3190
276;22;;RUE;DE LA FRATERNITE;34,9;Appartement;1;3190
277;22;;RUE;DE LA FRATERNITE;22,19;Appartement;1;3190
278;14;;RUE;CHARLES PEGUY;83,87;Appartement;4;3190
279;22;;RUE;DE LA FRATERNITE;34,46;Appartement;2;3190
280;11;;RUE;DU VERT GALANT;61,4;Appartement;4;3190
281;24;;RUE;GASPARD ROUX;78,3;Appartement;4;3190
282;2;;RUE;MONTIGNAC;81,72;Appartement;3;3310
283;10;;RUE;DUCHON;42,98;Appartement;2;3310
284;2;;RUE;DU 11 NOVEMBRE;67,64;Appartement;4;3310
285;71;;RUE;JEAN JAURES;74,54;Appartement;3;3310
286;4;;RUE;HUBERT COLOMBIER;40,57;Appartement;2;3310
287;1;B;AV;DU DRAPEAU;106;Appartement;5;3095
288;4;;RES;PARC MONTFAULT;107,77;Maison;5;3321
289;16;;IMP;DU PRE DE MOLLES;128,8;Maison;5;3321
290;84;;RTE;DE LYON;58,46;Appartement;3;3321
291;3;;RUE;JACQUES VINCENT;40,06;Appartement;2;3321
292;1;;RUE;DES MONGES;144,6;Appartement;4;4070
293;20;;RUE;DU VALLON DE FARINE;71,39;Maison;3;4070
294;25;;AV;FRANCOIS CUZIN;51,42;Appartement;2;4070
295;39;;BD;VICTOR HUGO;23,25;Appartement;1;4070
296;9482;;RES;LE VALLON DES SOURCES;30,47;Appartement;2;4070
297;3;;TRA;DES EAUX CHAUDES;67,22;Appartement;3;4070
298;32;;BD;VICTOR HUGO;28,33;Appartement;1;4070
299;4;;PL;DE LA MAIRIE;53,1;Appartement;2;4070
300;36;;AV;HENRI JAUBERT;82,11;Appartement;4;4070
301;3;;TRA;DES EAUX CHAUDES;35,71;Appartement;1;4070
302;11;;RUE;DE L ANCIENNE MAIRIE;52,45;Appartement;4;4070
303;5;B;AV;DES THERMES;21,35;Appartement;1;4070
304;15;;CHE;DES AJONCS;73,48;Appartement;4;4070
305;7;;PL;GENERAL DE GAULLE;22,9;Appartement;1;4070
306;28;;RUE;DE L HUBAC;54,79;Appartement;4;4070
307;8;;CRS;DU TRIBUNAL;69,7;Appartement;4;4070
308;103;;BD;GASSENDI;60,28;Appartement;3;4070
309;13;;MTE;SAINT CHARLES;50,05;Appartement;2;4070
310;36;;RUE;DE L HUBAC;25,4;Maison;4;4070
311;181;;ALL;DES AVETTES;82,37;Maison;5;4112
312;9002;D;;LES LAVANDES;83,88;Appartement;5;4112
313;9001;;RES;JEANNE D ARC;30,05;Appartement;1;4112
314;320;;AV;DU DCT BERNARD FOUSSIER;15;Appartement;4;4112
315;14;;ALL;DE PROVENCE;63,73;Appartement;3;4112
316;9013;;BD;PAUL MARTIN NALIN;56,52;Appartement;3;4112
317;20;;ALL;DE PROVENCE;62,43;Appartement;2;4112
318;9001;;;LA COLETTE;67;Appartement;4;4112
319;9001;;;LA COLETTE;54,33;Appartement;3;4112
320;4;;RUE;DES ALPES;83,46;Appartement;4;4112
321;16;;RUE;DE L ARMISTICE;44,2;Appartement;2;4112
322;9001;;;LA LUQUECE;68,19;Appartement;4;4112
323;70;;AV;JEAN GIONO;59,5;Appartement;3;4112
324;30;;BD;CHARLES DE GAULLE;53,81;Appartement;2;4112
325;53;;BD;ELEMIR BOURGES;75,3;Appartement;3;4112
326;4;;LOT;LES BALCONS DU SOLEIL;50,04;Maison;2;4112
327;9005;;AV;DES SAVELS;245,13;Maison;8;4112
328;;;PL;DES AIRES;93,76;Appartement;4;4039
329;29;;RUE;NATIONALE;18;Appartement;1;4039
330;5031;;;LE VILLAGE;36,42;Appartement;1;4069
331;35;;RUE;DU MITAN;18,26;Appartement;1;4039
332;6;;;ANCIENNE RTE D FORCALQUIER;80,26;Appartement;3;4245
333;7066;;;STATION DE SAINT JEAN;24,74;Appartement;1;4126
334;6;;RUE;GRANDE;40;Appartement;3;4205
335;7002;;;STATION DE SAINT JEAN;41,16;Appartement;2;4126
336;7023;;;GRANDE MONTAGNE;29,66;Appartement;2;4203
337;7089;;;SAINT PIERRE;90,75;Appartement;4;4205
338;7113;;;LES SAGNES;22,91;Appartement;1;4205
339;7215;;;STATION DE SAINT JEAN;28,02;Appartement;1;4126
340;7091;;;CHANTEMERLE;25,08;Appartement;2;4205
341;7464;;;STATION DU GRAND PUY;46,93;Appartement;2;4205
342;5525;;RUE;GRANDE;56,04;Appartement;2;4205
343;9500;;TRA;DU CAMPING;65,4;Appartement;3;4049
344;7102;;RTE;DU LAC;61,53;Appartement;2;4079
345;42;;CHE;DES SALETTES;89,06;Maison;4;4049
346;9491;;CHE;DU LAC;44,24;Appartement;2;4049
347;5029;;RUE;DE LA GRANDE FONTAINE;119,4;Appartement;5;4079
348;5177;;RUE;GRANDE;62,85;Appartement;3;4242
349;16;;LOT;LES LOUVES;130,2;Appartement;5;4242
350;9002;;PL;DU DOCTEUR ROBERT;32,89;Appartement;1;4209
351;9003;;PL;DE L HORLOGE;105,71;Appartement;4;4209
352;118;;RUE;POTERIE;44,44;Appartement;3;4209
353;2;B;IMP;DE CARUPE;142,9;Appartement;5;4145
354;3;;PL;DE LA REPUBLIQUE;79,54;Appartement;3;4209
355;9;;RUE;FONT CHAUDE;136,86;Appartement;2;4209
356;53;;RUE;DELEUZE;72,07;Appartement;2;4209
357;5038;;;LE VILLAGE;40,4;Appartement;1;4139
358;40;;AV;JEAN MOULIN;75,06;Appartement;3;4209
359;30;;AV;DES ARCADES;55,5;Appartement;2;4209
360;9018;;AV;JEAN JAURES;67,58;Appartement;4;4209
361;5004;;AV;GEORGES DE SALVE;19,28;Appartement;1;4230
362;6103;;;LES CHABRANDS;119,9;Maison;4;4230
363;156;;RUE;PIERRE MAITRE;97,07;Maison;4;4197
364;5249;;PL;DU FOUR;152,65;Appartement;5;4178
365;7398;;;PONT DE LABRAU OUEST;34,95;Appartement;2;4006
366;7034;;;ADRECH DE CHAUVET;27,46;Appartement;1;4006
367;7192;;;LA CHAPELLE;20,92;Appartement;1;4006
368;7218;;;LACHAUD ET CHAUVET;19,72;Appartement;1;4006
369;7052;;;LES AUCHES;29,03;Appartement;2;4006
370;7178;;;PONT DE LABRAU;20,55;Appartement;1;4006
371;7215;;;LA SESTRIERE;26,99;Appartement;1;4006
372;7054;;;LA CHAPELLE;14,41;Appartement;1;4006
373;7009;;;ADRECH DE CHAUVET;108,85;Appartement;2;4006
374;7263;;RES;LA PETITE OURSE 2;26,41;Appartement;1;4006
375;7199;;;LE SEIGNUS BAS;17,31;Appartement;1;4006
376;7197;;RES;LE SCHUSS 3;16,61;Appartement;1;4006
377;7052;;;LES AUCHES;17,6;Appartement;1;4006
378;7112;;;LES AUCHES;11,43;Appartement;1;4006
379;7199;;;LE SEIGNUS BAS;28,4;Appartement;2;4006
380;7073;;;PONT DE LABRAU;26,09;Appartement;1;4006
381;7321;;;LE SEIGNUS BAS;27,45;Appartement;1;4006
382;20;;RUE;DE LA REPUBLIQUE;41,7;Appartement;1;4244
383;7096;;;BEAUDINE;76,81;Appartement;4;4088
384;1;;REM;DES CORDELIERS;27,26;Maison;1;4088
385;5;;AV;MARCEL ANDRE;33,8;Appartement;2;4088
386;155;;RUE;DOC CASIMIR CAIRE;42,73;Appartement;2;4088
387;5154;;RUE;DE LA FERRAILLE;59,36;Maison;2;4151
388;20;;RUE;MARIUS DEBOUT;49,2;Appartement;2;4088
389;3;;RUE;DU FRESQUIE;92,94;Maison;4;4088
390;12;;RUE;LOUIS ANDRIEUX;64,99;Appartement;3;4088
391;16;;AV;SAINT PROMASSE;45,2;Appartement;2;4088
392;10;;AV;MARCEL ANDRE;46,42;Appartement;2;4088
393;3;;RLE;DES PRISONS;54,64;Appartement;3;4088
394;5169;;;LE VILLAGE;25,95;Appartement;1;4022
395;7037;;;LE VILLAGE;26,6;Appartement;2;4102
396;7052;;RES;LES CHENEVRIERS;24,32;Appartement;1;4073
397;7003;;RES;LES MELEZES;29,74;Appartement;1;4073
398;12;;CHE;DES ALPAGES;23,02;Appartement;1;4019
399;5081;;;LE SUPERSAUZE;35,97;Appartement;1;4073
400;;;RES;LA ROCHAILLE;29,85;Appartement;1;4226
401;6;;RUE;ANDRE HONNORAT;58,96;Appartement;3;4019
402;24;;LOT;LOTISSEMENT DU BERARD;60,66;Appartement;3;4086
403;;;RES;LES MARMOTTES BLEUES;25,55;Appartement;2;4226
404;5112;;RES;LES MARGUERITES;26,76;Appartement;1;4073
405;5230;;;LE SUPERSAUZE;35,2;Appartement;2;4073
406;;;RES;PRA CHAUVET;37,55;Appartement;2;4226
407;;;RES;LE CHRISTIANA;24,87;Appartement;1;4226
408;;;RES;LES MELEZES;73,99;Appartement;3;4226
409;;;RES;LA BERANGERE;32,84;Appartement;1;4226
410;;;RES;L EDELWEISS;42,72;Appartement;2;4226
411;7089;;AV;REINE DES ALPES;25,44;Appartement;2;4019
412;7;;RUE;GRENETTE;46,21;Appartement;2;4019
413;;;RES;LA SAPINIERE;25,9;Appartement;1;4226
414;3;;RUE;TRAVERSIERE;16,81;Appartement;1;4019
415;8;;CHE;DES PASQUIERS;38,9;Appartement;2;4019
416;7076;;RES;LES MELEZES ROI SOLEIL;24,89;Appartement;2;4073
417;7076;;RES;LES MELEZES ROI SOLEIL;45,22;Appartement;3;4073
418;;;RES;LA TOVIERE;30;Appartement;1;4226
419;7076;;RES;LES MELEZES ROI SOLEIL;22,92;Appartement;1;4073
420;3;;CHE;DE VILLEVIEILLE;64,96;Appartement;2;4019
421;;;RES;LE MONOIKOS;37,71;Appartement;1;4226
422;;;RES;LE MONOIKOS;56,19;Appartement;3;4226
423;7102;;PL;DE L ENGIEN;106,43;Appartement;4;4166
424;7042;;;LE VILLAGE;65,5;Appartement;2;4176
425;3;;RUE;TANNERIE;38,97;Appartement;2;4166
